# id:4-4-4 
0.1,0.48,0.14524367660976
-0.65,-0.56,0.038212713241423
0.56,-0.47,-0.25193065490571
0.82,0.52,0.91086956000359
0.23,0.37,0.53150940193443
0.29,0,0.2344116336588
-0.71,0.52,1.3833170004996
0.39,-0.52,-0.48194775696913
-0.75,-0.26,0.60557384650787
0.77,0.58,1.3151871279051
-0.71,-0.82,-0.17381107201415
0.03,-0.1,-0.06032623431905
-0.44,-0.96,-1.1403287385517
0.88,-0.96,-0.2679451508872
-0.05,0.26,0.40434494426716
-0.47,-0.41,-0.001992644770535
-0.82,0.35,0.53238100246994
0.39,0.48,0.89514485647733
0.09,0.52,0.37585490690517
-0.72,-0.63,0.10806817129178
0.79,-0.87,-0.59612107066039
0.75,-0.56,-0.4380180663059
-0.48,-0.59,-0.13299639043436
0.42,0.65,0.75457995438625
0.78,-0.38,-0.035027450789444
-0.81,0.47,1.0597717676609
-0.71,0.96,1.5226327334858
-0.73,0.71,1.1802704394007
-0.2,-0.55,-0.11818194823906
0.61,-0.02,0.28431343295314
0.21,0.98,1.3145591655213
0.27,0.64,0.34985744225402
0.62,-0.46,0.016041389525556
-0.79,0.8,1.7282799041577
-0.06,0.08,0.23111744821726
-0.32,0.86,0.85307051666984
0.06,-0.25,-0.30178552089815
-0.66,-0.49,-0.12215946430437
-0.65,0.02,0.27532163980457
-0.65,-0.07,0.05007213114764
0.18,-0.17,-0.23726310301807
0.44,-0.75,-0.35385067840158
0.48,-0.4,-0.16024097118361
0.06,0.27,0.33768258665726
-0.44,-0.21,-0.079803256473401
0.98,-0.09,0.90835434176058
0.58,0.43,0.87568005827292
-0.72,0.5,0.88230228132869
0.47,0.85,1.233563012971
-0.81,0.72,1.6567569461107
0.08,-0.18,-0.074690743869072
0.36,0.58,0.38409501391893
0.49,-0.55,-0.33627452520466
0.35,0.97,1.0713065625403
-0.19,0.56,0.36007934974265
0.06,0.62,0.53993735061754
-0.81,0.96,1.3277351480214
0,0.6,0.86949994276252
-0.4,-0.54,-0.39797348102621
-0.36,0.66,0.81674720738873
0.66,0.29,0.74048133942247
-0.68,0.78,1.2088272769914
0.9,-0.68,0.21887169263037
-0.5,-0.63,-0.42059256876961
-0.52,0.77,1.2407535825564
-0.3,0.03,0.30690114616774
0.06,-0.94,-1.2075274284148
0.81,0.36,0.99017944351584
-0.17,0.28,0.46268250466024
-1,-0.18,1.058798842921
-0.64,-0.74,-0.37286599653298
0.14,0.16,0.12626596927715
-0.3,-0.52,-0.40450345949037
-0.23,0.13,0.12288585132364
0.34,0.75,1.1775899802196
0.34,-0.82,-0.81453015435766
-0.76,0.11,0.71105559255481
0.94,0.67,1.5677174441761
-0.91,-0.71,0.031140792524976
0.16,0.21,0.075895376066623
0.96,-0.62,0.14943666877702
0.54,-0.78,-0.45532116581842
-0.36,-0.94,-0.79425893458306
-0.23,-0.38,-0.32613528340489
0.07,0.99,1.1907130871436
-0.69,-0.98,-0.34614362700154
-0.33,0.9,1.0964676135075
0.03,-0.64,-0.73571701324085
-0.66,-0.15,0.37610879751115
-0.84,-0.92,-0.16742715488657
-0.16,0.44,0.33986267460055
-0.17,0.68,0.64984420840694
-0.07,0.61,0.72335946112223
0.16,-0.93,-0.57728017954893
0.87,0.79,1.2426479121506
-0.53,-0.1,0.06927037760324
-0.61,-0.91,-0.69297359349292
-0.01,0.78,0.67956423059253
-0.92,-0.46,0.61145117347496
-0.19,0.13,0.3779424745593
0.89,0.78,1.4600269929724
0.6,-0.78,-0.13105571300091
-0.86,0.91,1.4525170935138
-0.91,-0.38,0.22510695711475
0.2,0.93,0.788365943715
-0.02,0.71,0.82253881332122
-0.03,0.74,0.86546170086176
-0.56,-0.89,-0.30732300122003
0.78,0.68,1.2115940572471
-0.31,-0.95,-0.82824830456343
-0.9,0.62,1.7468074122692
-0.41,-0.84,-0.28052388891451
-0.44,0.34,0.68219589044172
-0.41,0.26,0.2055463984743
-0.98,0.22,0.80760794956294
0.25,0.04,0.21123314373018
-0.52,-0.3,0.1300479226242
-0.1,-1,-0.71779057175414
0.17,-0.78,-0.33501094763143
0.84,-0.18,0.84521875618072
-0.11,0.11,-0.063638442993227
-0.2,0.32,0.18616685765655
0.76,0.08,1.1248792684151
-0.06,0.68,0.74328524908296
0.28,0.68,1.1453350643342
-0.35,-0.02,0.10677823229096
0.14,-0.5,-0.28717409904067
0.89,0.5,1.0645700139689
0.56,0.41,0.70279432777877
0.43,-0.65,-0.11341173031639
0.46,-0.88,-0.57832002758668
0.5,0.53,0.66134402129897
0.42,-0.98,-0.75220709722429
0.09,0.17,-0.098935672040375
-0.83,-0.72,-0.35827403969805
-0.7,-0.68,-0.2986344213037
0.87,0.92,1.7868336937092
0.9,-0.71,-0.36182489519306
0.59,-0.66,-0.61900000585467
0.71,0.63,1.0662151481055
-0.5,0.4,0.654606150388
-0.83,0.47,1.3926868443201
0.19,-0.19,-0.28693895142139
-0.59,1,1.4922620939518
-0.76,-0.33,-0.0052059351852274
-0.74,-0.84,-0.87957765042442
-0.24,-0.71,-0.38660250738616
0.25,1,1.2153896427383
0.19,0.05,-0.047297167302108
-0.3,0.45,0.74369368944139
-0.17,-0.16,-0.18871106979705
0.28,-0.3,0.2153117837375
-0.88,-0.54,0.07621207467283
-0.15,0.09,0.072966869753003
-0.82,-0.22,0.3987701601287
-0.33,-0.69,-0.97795036981686
-0.23,0.34,0.42873626982703
0.38,0.96,0.93244187985592
0.47,-0.45,0.31373813710294
0.04,-0.37,-0.27419358591556
-0.29,0.53,0.9681364128348
0.22,-0.12,-0.35476137407437
-0.08,-0.5,-0.36107821049569
0.64,-0.63,-0.21567985692289
-0.01,-0.78,-0.89880413621452
0.45,-0.23,0.0018526489961255
0.93,0.56,1.2933645619522
-0.04,-0.35,-0.44012591690249
-0.49,0.69,0.6518646929285
-1,-0.95,0.034552623475882
0.95,-0.61,0.26017344629339
0.1,-0.61,-0.42209606619897
-0.61,0.9,1.0745805065862
-0.96,-0.58,0.38770834296431
0.19,-0.66,-0.90734496116258
-0.2,0.82,1.0741320096621
0.56,-0.55,-0.18918648178819
0.27,-0.13,-0.1474304844368
0.53,-0.99,-0.95681966786129
-0.8,-0.51,0.16883353559245
-0.17,0.23,0.45096333732062
-0.42,-0.6,-0.38722406731027
0.99,0.88,1.4871573788343
-0.4,0.42,0.6328954666239
0.69,0.47,0.91488429205701
-0.11,0.78,0.8165408690401
-0.57,0.37,0.6195000927569
0.46,0.3,0.48014821820786
1,-0.54,0.46938812829511
-0.54,-0.69,-0.26289151794825
0.46,0.76,1.1844235972771
0.91,-0.11,0.83071404845922
-0.02,-0.8,-0.76531190652473
0.28,-0.58,-0.48177160134715
0.77,0.64,1.2592134500526
0.21,-0.52,-0.41810653327662
0.7,0.87,1.3283184141614
0.12,0.1,0.21433895163128
-0.09,0.29,0.27581791048678
